file,genre,status,words,ocr_conf,tamper_px_pct,tamper_bbox_pct,width,height
2081783158_3166,scientific_report,ok,359,88.7,0.6542,34.336,754,1000
2082556021,scientific_report,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2501123498_2501123500,scientific_report,ok,160,82.6,0.2183,13.101,743,1000
2501368941_2501368955,scientific_report,ok,44,74.7,0.0284,0.057,790,1000
2501410359,scientific_report,ok,170,86.3,0.6273,46.6,792,1000
2501464853,scientific_report,ok,98,84.3,0.4893,9.568,800,1000
2501485188,scientific_report,ok,195,75.2,0.8768,27.424,773,1000
2501503273_3274,scientific_report,ocr_below_gate,136,39.5,0.3682,15.726,754,1000
2501630202_2501630214,scientific_report,ok,86,59.2,0.2127,3.289,788,1000
2501639088,scientific_report,ok,125,66.4,0.3242,9.781,797,1000
2501669056,scientific_report,ok,37,56.6,0.0746,0.131,784,1000
2501669767,scientific_report,ok,36,56.0,0.1546,2.413,721,1000
2501743261_3262,scientific_report,ok,168,86.7,0.9867,31.309,754,1000
2501761045_1090,scientific_report,ok,69,59.3,0.4114,4.612,754,1000
2501768589_8611,scientific_report,ok,67,76.3,0.4316,33.459,754,1000
2502024746_4775,scientific_report,ok,86,63.4,0.3349,2.845,754,1000
2505108369,scientific_report,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2505118265,scientific_report,ok,73,72.8,0.6642,13.442,754,1000
2505119666,scientific_report,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2505136723_6740,scientific_report,ok,26,80.6,1.1163,27.936,754,1000
2505150377_0384,scientific_report,ocr_below_gate,12,41.1,0.6534,16.832,754,1000
2505155019_5020,scientific_report,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2505161115,scientific_report,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2505161535_1537,scientific_report,ok,121,62.5,0.6221,31.89,754,1000
2505188964,scientific_report,ok,179,56.1,0.2097,3.029,754,1000
2505294626,scientific_report,ocr_below_gate,82,50.1,0.228,11.255,754,1000
2505323006,scientific_report,ok,173,86.8,0.4093,22.84,754,1000
2505354745,scientific_report,ok,186,76.7,0.441,9.458,754,1000
2505365241,scientific_report,ocr_below_gate,186,28.4,0.1416,2.381,754,1000
2505377723,scientific_report,ok,63,70.4,0.1066,5.094,754,1000
2505416252_6253,scientific_report,ok,37,60.4,0.0622,4.073,754,1000
2505458435_8463,scientific_report,ok,321,88.2,0.8324,30.875,754,1000
40025851-5855,scientific_report,ok,46,86.9,0.283,0.553,754,1000
50411414-1434,scientific_report,ok,132,77.3,0.4789,1.34,754,1000
50533639-3641,scientific_report,ok,153,89.4,0.4565,4.367,754,1000
50546257-6300,scientific_report,ok,97,90.5,0.5653,28.014,754,1000
50688901-8931,scientific_report,ok,127,87.8,0.6809,10.112,754,1000
83197397_7398,scientific_report,ok,330,90.7,2.9617,34.225,754,1000
83238187_8215,scientific_report,ok,92,87.0,0.3733,6.161,802,1000
83393822_3842,scientific_report,ok,63,77.2,0.4777,7.094,754,1000
83487588,scientific_report,ocr_below_gate,313,51.5,0.1283,7.576,802,1000
85695259_5262,scientific_report,ok,56,89.4,0.1826,0.501,754,1000
87112860,scientific_report,ok,124,92.1,0.4041,2.901,778,1000
87422550,scientific_report,ok,156,89.3,0.7457,12.828,781,1000
87426496,scientific_report,ok,173,86.4,0.2778,14.369,779,1000
87429367,scientific_report,ok,201,87.9,0.3951,7.048,770,1000
87431033,scientific_report,ok,116,87.1,0.3719,1.883,779,1000
88155685,scientific_report,ocr_below_gate,240,51.9,14.765,94.545,772,1000
88800118_88800121,scientific_report,ok,320,90.6,0.853,34.986,775,1000
88959060_9061,scientific_report,ok,370,89.2,0.6956,24.392,802,1000
89263399_89263406,scientific_report,ok,417,60.3,0.3365,30.528,772,1000
89263468_89263475,scientific_report,ocr_below_gate,371,52.2,0.3875,15.4,773,1000
89532777,scientific_report,ok,481,55.8,0.3516,3.172,777,1000
91816604,scientific_report,ocr_below_gate,229,38.9,0.4901,13.883,777,1000
92338021_8022,scientific_report,ok,247,86.0,0.5244,14.583,802,1000
93773044_3045,scientific_report,ok,185,79.2,0.1651,9.644,754,1000
93843876_3881,scientific_report,ok,242,91.3,0.8291,38.563,802,1000
98703360,scientific_report,ok,244,66.0,0.4821,26.409,754,1000
98703910,scientific_report,ocr_below_gate,408,47.2,0.328,9.165,754,1000
0000046972,specification,ok,196,55.1,0.2353,24.61,762,1000
0000046987,specification,ocr_below_gate,122,38.0,0.2268,3.456,762,1000
0000057463,specification,ocr_below_gate,294,28.6,0.2626,29.066,772,1000
0000057793,specification,ocr_below_gate,185,35.1,0.3926,15.15,771,1000
0000064508,specification,ok,68,82.5,0.0263,0.04,777,1000
0000064525,specification,ok,77,83.9,0.1513,3.516,776,1000
0000071603,specification,ocr_below_gate,77,36.0,0.207,2.775,762,1000
0001431806,specification,ocr_below_gate,144,45.7,0.2421,17.047,762,1000
0001460408,specification,ok,181,79.9,0.3432,12.664,762,1000
0011570280,specification,ocr_below_gate,299,42.0,0.1909,10.099,762,1000
0011570641,specification,ocr_below_gate,86,33.3,0.1298,7.019,762,1000
0011833001,specification,ocr_below_gate,63,32.7,0.0703,4.316,762,1000
0011833116,specification,ocr_below_gate,105,33.4,0.1063,7.852,762,1000
0011859978,specification,unaligned_or_identical,0,0.0,0.0,0.0,0,0
0011897106,specification,ok,212,77.2,0.2261,2.67,771,1000
0012192726,specification,ocr_below_gate,339,37.3,0.173,4.878,762,1000
0012207187,specification,ok,240,71.3,0.4878,21.093,772,1000
0012207286,specification,ocr_below_gate,224,32.1,0.1326,0.783,772,1000
0012214435,specification,ok,121,85.4,0.5277,19.117,776,1000
2000327911_2000327912,specification,ocr_below_gate,73,51.5,0.2469,2.357,782,1000
2020002949,specification,ocr_below_gate,181,37.4,0.217,7.631,777,1000
2030231415_2030231416,specification,ok,136,58.6,0.2065,14.968,784,1000
2030514779_2030514780,specification,ocr_below_gate,28,38.7,0.5566,32.427,765,1000
2031296603,specification,ok,153,55.2,0.2028,3.217,778,1000
2031316311,specification,ocr_below_gate,107,44.9,0.19,2.886,770,1000
2031316778,specification,ok,106,75.4,0.6955,19.931,777,1000
2031322277,specification,ocr_below_gate,226,41.8,0.6802,7.318,777,1000
2031322345,specification,ok,195,55.8,0.4256,10.247,778,1000
2031448477,specification,ok,167,74.9,0.489,17.023,812,1000
2031505223_2031505226,specification,ok,116,67.0,0.7207,17.363,754,1000
2031551678_2031551679,specification,ocr_below_gate,134,50.9,0.0546,1.668,789,1000
2050761995_2050761996,specification,ok,377,70.3,0.3112,23.813,774,1000
2051509157_2051509159,specification,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2051519171_2051519173,specification,ok,342,86.3,1.0759,40.775,821,1000
2051520556_2051520557,specification,ok,164,58.2,0.1208,2.304,773,1000
2051524385,specification,ocr_below_gate,440,49.9,1.2334,41.021,770,1000
2051524505_2051524506,specification,ok,174,64.1,0.4503,19.439,777,1000
2051525962_2051525965,specification,ok,211,66.0,0.3814,42.247,778,1000
2051526700_2051526702,specification,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2051530832,specification,ok,250,62.5,0.1886,4.28,830,1000
2051551816_2051551825,specification,ok,100,80.8,0.1552,12.901,779,1000
2051554509_2051554512,specification,ok,370,57.4,1.2457,33.486,781,1000
2051555411_2051555412,specification,ocr_below_gate,154,52.4,0.03,0.066,780,1000
2053578305_2053578306,specification,ok,278,57.9,0.3962,26.006,797,1000
2053584149_2053584153,specification,ok,162,76.6,12.1696,75.834,848,1000
2054772844_2054772846,specification,ok,364,59.4,0.7784,39.421,867,1000
2054773034_2054773039,specification,ocr_below_gate,178,48.5,0.5835,23.243,868,1000
2055451449_2055451452,specification,ok,411,72.7,0.8188,41.449,784,1000
2055593439_2055593442,specification,ok,135,80.0,0.3073,42.615,790,1000
2056744342,specification,ok,188,65.7,0.3136,12.188,799,1000
2056975827_2056975828,specification,ocr_below_gate,243,51.8,0.0987,35.702,782,1000
2057125978_5979,specification,ok,210,83.7,0.7371,23.118,754,1000
2057163885_2057163886,specification,ok,231,62.8,0.3234,27.903,783,1000
2057390256_2057390263,specification,ok,212,85.6,0.2738,2.821,778,1000
2057402474_2057402475,specification,ok,286,58.8,0.4047,2.982,867,1000
2057405630_2057405631,specification,ocr_below_gate,364,41.8,0.9366,8.76,781,1000
2057405864_2057405865,specification,ok,300,65.5,0.5726,26.981,781,1000
2057406820,specification,ok,213,75.4,0.2502,8.295,783,1000
2057406951,specification,ocr_below_gate,98,29.0,3.277,26.969,781,1000
2057407554,specification,ok,111,83.9,0.3663,16.387,780,1000
2057407741_2057407743,specification,ocr_below_gate,399,48.0,1.1403,48.232,776,1000
2057407759_2057407761,specification,ocr_below_gate,700,35.5,0.6682,10.744,780,1000
2057408972_2057408975,specification,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2057416318_2057416322,specification,ok,244,72.0,0.798,55.441,794,1000
2057417804_2057417805,specification,ok,242,71.5,0.6349,11.751,797,1000
2057420601_2057420603,specification,ok,323,70.7,0.4931,17.407,835,1000
2057423888_2057423890,specification,ok,243,61.0,0.7504,7.165,798,1000
2057424307_2057424308,specification,ok,286,83.8,0.4088,16.524,796,1000
2057425514_2057425518,specification,ocr_below_gate,136,45.9,0.2523,20.337,778,1000
2057429715_2057429716,specification,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2057429888,specification,ok,425,58.3,0.6359,25.589,793,1000
2057435426_2057435432,specification,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2057442743_2057442745,specification,ok,162,65.3,0.8755,20.536,787,1000
2057443691_2057443693,specification,ok,271,67.3,0.6281,38.558,873,1000
2057451684_2057451686,specification,ocr_below_gate,276,38.3,0.0906,2.139,785,1000
2057459975_2057459976,specification,ocr_below_gate,337,43.5,0.9133,45.428,780,1000
2057460208_2057460210,specification,ok,168,71.6,0.6859,19.853,780,1000
2057465568_2057465577,specification,ok,147,80.4,0.4217,20.252,780,1000
2057466823_2057466824,specification,ok,184,62.9,0.8298,23.08,779,1000
2057467166_2057467167,specification,ok,240,58.9,0.6501,12.304,784,1000
2057467409_2057467410,specification,ok,282,78.6,0.3839,13.86,782,1000
2057468636_2057468640,specification,ok,345,89.0,1.3014,36.041,794,1000
2057469141_2057469144,specification,ok,181,79.1,0.3567,9.708,790,1000
2057470208_2057470210,specification,ok,217,71.5,0.5691,10.982,787,1000
2057478396_2057478405,specification,ok,142,80.7,0.3164,25.342,788,1000
2057480458_2057480467,specification,ok,150,86.5,0.2374,31.414,788,1000
2057484081,specification,unaligned_or_identical,0,0.0,0.0,0.0,0,0
2057486506_2057486509,specification,ocr_below_gate,301,44.7,0.4107,23.009,778,1000
2057486588_2057486589,specification,ok,160,64.5,0.9973,24.307,781,1000
2057488518,specification,ocr_below_gate,156,51.2,0.7193,19.33,794,1000
2057658527,specification,ok,207,71.0,0.2806,41.349,873,1000
2057669788,specification,ocr_below_gate,83,39.6,0.0675,0.164,795,1000
2057679210,specification,ocr_below_gate,115,45.3,0.1716,7.343,793,1000
2057680263,specification,ocr_below_gate,301,26.5,0.6345,12.3,796,1000
2057814599,specification,ok,201,59.5,0.3843,14.453,781,1000
2059125590,specification,ok,112,71.2,0.074,2.541,791,1000
2062907114,specification,ok,164,81.3,0.6542,16.95,786,1000
2062907371,specification,ok,281,67.5,0.6986,31.886,788,1000
2062907515,specification,ok,279,66.3,0.7197,51.731,786,1000
2062907551,specification,ok,218,64.3,0.244,18.105,789,1000
2069710116,specification,ok,162,56.9,0.276,9.371,754,1000
2069711023,specification,ok,198,57.2,0.1935,9.001,754,1000
2069712069,specification,ok,213,63.2,0.5646,27.639,754,1000
2069712419,specification,ocr_below_gate,152,54.1,0.2062,9.224,754,1000
2069714127,specification,ok,180,63.6,0.2873,17.569,754,1000
2069714236,specification,ok,216,67.0,0.4211,13.893,754,1000
2069714278,specification,ok,207,65.0,0.3934,26.424,754,1000
2069718799,specification,ok,227,61.1,0.2537,13.823,754,1000
2069718944,specification,ok,235,66.9,0.8458,31.818,754,1000
2069719182,specification,ok,208,65.4,0.0733,2.977,754,1000
2069720735,specification,ok,153,58.6,0.1073,2.268,754,1000
2069721648,specification,ok,209,58.1,0.1342,6.223,754,1000
2069722216,specification,ok,215,62.1,0.3777,16.757,754,1000
2069722356,specification,ok,242,61.9,0.0939,3.259,754,1000
2069722762,specification,ok,214,65.4,0.2175,12.427,754,1000
2069723627,specification,ok,165,59.9,0.0729,0.349,754,1000
2069723936,specification,ok,193,56.7,0.1704,8.68,754,1000
2069726269,specification,ok,225,64.1,0.0492,2.256,754,1000
2069726696,specification,ok,234,63.0,0.2273,5.336,754,1000
2069727606,specification,ok,173,62.3,0.1001,2.263,754,1000
2069728574,specification,ok,282,61.5,0.1781,13.149,754,1000
2069729006,specification,ok,211,57.9,0.1115,14.776,754,1000
2069730265,specification,ocr_below_gate,158,54.9,0.5931,44.743,754,1000
2069730945,specification,ok,229,61.5,0.2011,4.422,754,1000
2069732492,specification,ok,136,61.2,0.068,0.124,754,1000
2069732774,specification,ok,149,61.6,0.1058,2.011,754,1000
2069732841,specification,ok,271,58.5,0.3329,22.75,754,1000
2069733681,specification,ocr_below_gate,161,54.9,0.1468,2.995,754,1000
2069735839,specification,ok,254,57.1,0.4257,17.764,754,1000
2069737338,specification,ok,232,61.8,0.3244,8.661,754,1000
2069738854,specification,ok,161,59.3,0.0908,2.101,754,1000
2069739856,specification,ok,203,63.1,0.2015,0.403,754,1000
2069740389,specification,ok,160,57.3,0.1605,6.956,754,1000
2069741044,specification,ok,170,58.2,0.1467,4.954,754,1000
2074868325,specification,ok,216,62.9,0.1878,20.615,754,1000
2075756089,specification,ok,276,61.2,0.0375,0.955,754,1000
2076373506,specification,ocr_below_gate,162,47.2,0.117,1.916,754,1000
2076512966_2967,specification,ok,223,83.3,0.418,43.317,754,1000
2082697943,specification,ok,192,58.7,0.1886,10.191,754,1000
500238706+-8706,specification,ok,152,58.1,0.4825,4.153,754,1000
502479736,specification,unaligned_or_identical,0,0.0,0.0,0.0,0,0
504453663+-3663,specification,ocr_below_gate,112,46.6,0.6532,20.079,754,1000
504453707+-3707,specification,ocr_below_gate,75,39.8,0.7411,11.347,754,1000
504497258,specification,ok,157,58.4,0.3071,25.722,771,1000
504524940,specification,ok,113,71.2,0.3387,17.914,777,1000
504525083,specification,ok,99,58.6,0.3112,2.759,777,1000
504525531,specification,ok,193,56.9,0.6808,9.791,777,1000
504525619,specification,ok,160,72.1,0.297,14.684,779,1000
504527608,specification,ok,163,66.8,0.3468,14.788,780,1000
504527847,specification,ocr_below_gate,56,29.8,0.2848,0.614,771,1000
504544445+-4445,specification,ok,138,64.4,0.704,29.669,754,1000
504650731+-0739,specification,ok,41,58.3,0.1008,3.753,754,1000
504781423_504781424,specification,ok,120,74.0,0.5969,30.348,771,1000
504922636+-2643,specification,ocr_below_gate,56,49.6,0.1963,33.966,754,1000
505772750,specification,ok,174,75.8,0.2479,10.778,781,1000
506060423,specification,ok,129,87.7,0.3674,11.263,788,1000
506456673+-6673,specification,ok,40,75.4,0.143,4.252,754,1000
506472801_506472802,specification,ok,107,64.9,0.3258,6.15,772,1000
506501741+-1744,specification,unaligned_or_identical,0,0.0,0.0,0.0,0,0
506508742_506508744,specification,ocr_below_gate,5,44.2,0.252,1.181,788,1000
506567705_506567707,specification,ok,125,78.5,0.3167,4.615,778,1000
506990502,specification,ok,217,88.7,0.5615,25.219,787,1000
507026388_507026398,specification,ok,108,88.5,0.3015,18.622,775,1000
507264701,specification,ok,149,88.0,0.5826,23.795,771,1000
508206764,specification,ok,165,76.5,0.4643,23.236,788,1000
508362307,specification,ok,85,65.9,0.1834,1.572,779,1000
508955166+-5170,specification,unaligned_or_identical,0,0.0,0.0,0.0,0,0
509159691_509159693,specification,ok,97,77.5,0.0966,11.686,771,1000
509644844,specification,ok,324,82.4,0.607,14.103,781,1000
509874882_509874883,specification,ok,245,82.0,1.1387,35.854,780,1000
511294345_511294361,specification,unaligned_or_identical,0,0.0,0.0,0.0,0,0
512747766_512747769,specification,ok,227,67.2,0.6218,30.573,775,1000
515074075_515074078,specification,ok,200,58.0,0.0981,2.172,789,1000
87400654,specification,ok,159,70.2,0.6379,15.362,778,1000
87403628,specification,ok,175,71.2,0.127,0.354,774,1000
87479877,specification,ocr_below_gate,235,38.5,0.852,5.401,775,1000
