file,arm,peak,rawmax,meanprob,secs
50688901-8931,reauthored,0.9854,0.9854,0.045800,2.9
50688901-8931,reauth_ctrl,0.9963,0.9963,0.043625,2.9
506990502,original,0.0000,0.5342,0.064841,2.9
506990502,edited,0.5435,0.5435,0.064653,2.9
506990502,reauthored,0.9986,0.9986,0.043220,2.8
506990502,reauth_ctrl,0.0000,0.4883,0.041956,2.9
506996019,original,0.9537,0.9537,0.071792,2.8
506996019,edited,0.9672,0.9672,0.072793,2.9
506996019,reauthored,0.9980,0.9980,0.044683,2.8
506996019,reauth_ctrl,0.9979,0.9979,0.043920,2.9
507026388_507026398,original,0.5766,0.5766,0.049512,2.9
507026388_507026398,edited,0.5777,0.5777,0.049744,2.9
507026388_507026398,reauthored,0.9929,0.9929,0.042007,2.9
507026388_507026398,reauth_ctrl,0.9928,0.9928,0.042027,2.8
507066741,original,0.8838,0.8838,0.050100,2.9
507066741,edited,0.8736,0.8736,0.050021,2.8
507066741,reauthored,0.9976,0.9976,0.045922,2.8
507066741,reauth_ctrl,0.9927,0.9927,0.041629,2.8
507208232,original,0.8661,0.8661,0.048175,2.8
507208232,edited,0.8553,0.8553,0.048148,2.8
507208232,reauthored,0.9962,0.9962,0.042876,2.8
507208232,reauth_ctrl,0.9944,0.9944,0.041469,2.9
507264701,original,0.0000,0.5241,0.057999,2.9
507264701,edited,0.0000,0.5335,0.058090,2.8
507264701,reauthored,0.9907,0.9907,0.045086,2.8
507264701,reauth_ctrl,0.9185,0.9185,0.043080,2.8
507460808_507460809,original,0.0000,0.5255,0.052250,3.0
507460808_507460809,edited,0.0000,0.5167,0.052598,2.8
507460808_507460809,reauthored,0.9889,0.9889,0.047454,2.9
507460808_507460809,reauth_ctrl,0.9994,0.9994,0.042591,2.8
507619830_507619831,original,0.0000,0.4905,0.067437,2.8
507619830_507619831,edited,0.0000,0.5029,0.067201,2.8
507619830_507619831,reauthored,0.9963,0.9963,0.046888,2.8
507619830_507619831,reauth_ctrl,0.9941,0.9941,0.047482,2.9
507619875,original,0.5442,0.5442,0.054731,2.9
507619875,edited,0.5480,0.5480,0.055098,2.9
507619875,reauthored,0.9969,0.9969,0.040118,2.8
507619875,reauth_ctrl,0.9949,0.9949,0.040293,2.8
507629354,original,0.0000,0.4732,0.070765,2.8
507629354,edited,0.0000,0.4675,0.071007,2.9
507629354,reauthored,0.6458,0.6458,0.061890,2.8
507629354,reauth_ctrl,0.6491,0.6491,0.059313,2.8
507961107+-1107,original,0.5758,0.5758,0.052321,2.9
507961107+-1107,edited,0.5756,0.5756,0.052509,2.8
507961107+-1107,reauthored,0.9936,0.9936,0.044118,2.8
507961107+-1107,reauth_ctrl,0.5463,0.5463,0.039839,2.8
508206764,original,0.9536,0.9536,0.057469,2.9
508206764,edited,0.9465,0.9465,0.057679,2.8
508206764,reauthored,0.9963,0.9963,0.046907,2.8
508206764,reauth_ctrl,0.9962,0.9962,0.047121,2.9
508362307,original,0.5463,0.5559,0.050490,2.9
508362307,edited,0.5525,0.5525,0.050670,2.9
508362307,reauthored,0.9855,0.9855,0.047413,2.8
508362307,reauth_ctrl,0.9857,0.9857,0.046185,2.9
508452624,original,0.6241,0.6241,0.047502,3.0
508452624,edited,0.6581,0.6581,0.047765,2.8
508452624,reauthored,0.9982,0.9982,0.042243,2.8
508452624,reauth_ctrl,0.9980,0.9980,0.042296,2.8
508559977,original,0.0000,0.4746,0.079011,2.8
508559977,edited,0.0000,0.4775,0.079128,2.8
508559977,reauthored,0.9884,0.9884,0.047808,2.8
508559977,reauth_ctrl,0.9876,0.9876,0.047481,2.8
508760788,original,0.0000,0.5217,0.064067,2.8
508760788,edited,0.0000,0.4931,0.064428,2.9
508760788,reauthored,0.9986,0.9986,0.052217,2.9
508760788,reauth_ctrl,0.9986,0.9986,0.052202,2.9
508881563+-1563,original,0.0000,0.5163,0.044452,3.1
508881563+-1563,edited,0.0000,0.5224,0.044403,3.7
508881563+-1563,reauthored,0.9974,0.9974,0.040598,3.1
508881563+-1563,reauth_ctrl,0.9974,0.9974,0.040588,3.0
508935322,original,0.5500,0.5500,0.070736,2.9
508935322,edited,0.5555,0.5555,0.070983,2.9
508935322,reauthored,0.9715,0.9715,0.046433,2.8
508935322,reauth_ctrl,0.9862,0.9862,0.047225,2.8
509159691_509159693,original,0.6618,0.6618,0.045502,2.8
509159691_509159693,edited,0.6649,0.6649,0.045456,2.8
509159691_509159693,reauthored,0.9959,0.9959,0.049245,2.8
509159691_509159693,reauth_ctrl,0.9960,0.9960,0.049348,3.0
509206571,original,0.0000,0.5320,0.039263,2.8
509206571,edited,0.0000,0.5422,0.039249,2.8
509206571,reauthored,0.9985,0.9985,0.041539,2.8
509206571,reauth_ctrl,0.9985,0.9985,0.040980,2.7
509427574+-7577,original,0.5515,0.5515,0.047399,2.8
509427574+-7577,edited,0.5569,0.5569,0.047421,2.8
509427574+-7577,reauthored,0.9898,0.9898,0.046553,2.8
509427574+-7577,reauth_ctrl,0.9759,0.9759,0.041310,2.8
509592495_509592499,original,0.0000,0.4889,0.048934,2.7
509592495_509592499,edited,0.5534,0.5534,0.049133,2.8
509592495_509592499,reauthored,0.8476,0.8476,0.043844,2.7
509592495_509592499,reauth_ctrl,0.9768,0.9768,0.045424,2.7
509644844,original,0.0000,0.5241,0.074080,2.9
509644844,edited,0.0000,0.5024,0.074531,2.7
509644844,reauthored,0.9976,0.9976,0.049756,2.8
509644844,reauth_ctrl,0.9967,0.9967,0.049560,2.7
509646836+-6836,original,0.5607,0.5607,0.055272,2.7
509646836+-6836,edited,0.5619,0.5619,0.055377,2.6
509646836+-6836,reauthored,0.9988,0.9988,0.044043,2.7
509646836+-6836,reauth_ctrl,0.0000,0.5211,0.038952,2.6
509874882_509874883,original,0.6197,0.6197,0.066887,2.6
509874882_509874883,edited,0.6239,0.6239,0.066562,2.6
509874882_509874883,reauthored,0.9930,0.9930,0.054264,3.0
509874882_509874883,reauth_ctrl,0.9907,0.9907,0.049255,5.7
510806648,original,0.0000,0.5268,0.068262,4.3
510806648,edited,0.0000,0.5267,0.068164,3.3
510806648,reauthored,0.9871,0.9871,0.053417,3.1
510806648,reauth_ctrl,0.9858,0.9858,0.054398,2.9
511044820,original,0.5951,0.5951,0.056644,2.7
511044820,edited,0.0000,0.5203,0.055349,2.7
511044820,reauthored,0.8021,0.8021,0.042573,2.8
511044820,reauth_ctrl,0.9385,0.9385,0.043002,2.6
511460918+-0918,original,0.0000,0.5255,0.055522,3.6
511460918+-0918,edited,0.0000,0.5287,0.055714,3.1
511460918+-0918,reauthored,0.9964,0.9964,0.055636,2.5
511460918+-0918,reauth_ctrl,0.9989,0.9989,0.052330,2.8
511639940+-9941,original,0.5450,0.5450,0.061066,2.6
511639940+-9941,edited,0.5404,0.5404,0.061011,2.6
511639940+-9941,reauthored,0.9987,0.9987,0.048001,3.4
511639940+-9941,reauth_ctrl,0.9988,0.9988,0.048487,2.5
511995576_511995578,original,0.0000,0.5103,0.066633,2.6
511995576_511995578,edited,0.0000,0.5241,0.066696,2.6
511995576_511995578,reauthored,0.9889,0.9889,0.043206,2.5
511995576_511995578,reauth_ctrl,0.9897,0.9897,0.043211,2.5
512421308_512421309,original,0.7890,0.7890,0.070044,2.5
512421308_512421309,edited,0.7540,0.7540,0.070044,2.5
512421308_512421309,reauthored,0.6776,0.6776,0.047447,2.5
512421308_512421309,reauth_ctrl,0.9941,0.9941,0.056673,2.6
512560073+-0073,original,0.0000,0.4797,0.054907,2.5
512560073+-0073,edited,0.0000,0.5016,0.053787,2.5
512560073+-0073,reauthored,0.9940,0.9940,0.044707,2.5
512560073+-0073,reauth_ctrl,0.9831,0.9831,0.044381,2.5
512562990_512562991,original,0.5994,0.5994,0.043247,2.5
512562990_512562991,edited,0.5833,0.5833,0.043390,2.5
512562990_512562991,reauthored,0.9957,0.9957,0.044843,2.5
512562990_512562991,reauth_ctrl,0.9957,0.9957,0.043623,2.6
512628884,original,0.5432,0.5706,0.076228,2.5
512628884,edited,0.5581,0.5727,0.076221,2.6
512628884,reauthored,0.9158,0.9158,0.046128,2.5
512628884,reauth_ctrl,0.0000,0.4523,0.043982,2.5
512718981_512718984,original,0.0000,0.5160,0.065104,2.5
512718981_512718984,edited,0.0000,0.5291,0.065315,2.5
512718981_512718984,reauthored,0.9715,0.9715,0.044594,2.5
512718981_512718984,reauth_ctrl,0.9677,0.9677,0.043895,2.7
512747766_512747769,original,0.5603,0.5603,0.064705,2.4
512747766_512747769,edited,0.5670,0.5670,0.064765,2.5
512747766_512747769,reauthored,0.9433,0.9433,0.046129,2.5
512747766_512747769,reauth_ctrl,0.5880,0.5880,0.042988,2.5
512980631,original,0.0000,0.5080,0.064118,2.4
512980631,edited,0.0000,0.5135,0.064252,2.4
512980631,reauthored,0.9329,0.9329,0.056633,2.4
512980631,reauth_ctrl,0.9933,0.9933,0.057687,2.6
513168276_513168277,original,0.0000,0.5064,0.049842,2.4
513168276_513168277,edited,0.0000,0.5152,0.049875,2.5
513168276_513168277,reauthored,0.9566,0.9566,0.045141,2.5
513168276_513168277,reauth_ctrl,0.9954,0.9954,0.049637,2.4
513261894_513261895,original,0.0000,0.4937,0.046335,2.4
513261894_513261895,edited,0.0000,0.5018,0.046509,2.4
513261894_513261895,reauthored,0.9870,0.9870,0.047266,2.4
513261894_513261895,reauth_ctrl,0.6352,0.6352,0.046187,2.6
513269283,original,0.7248,0.7248,0.053032,2.4
513269283,edited,0.6586,0.6586,0.053029,2.4
513269283,reauthored,0.9718,0.9718,0.053481,2.5
513269283,reauth_ctrl,0.9725,0.9725,0.057087,2.5
514137116+-7116,original,0.6029,0.6029,0.050966,2.4
514137116+-7116,edited,0.5963,0.5963,0.051057,2.5
514137116+-7116,reauthored,0.9889,0.9889,0.047605,2.5
514137116+-7116,reauth_ctrl,0.9930,0.9930,0.053558,2.6
514756944+-6944,original,0.0000,0.4751,0.059494,2.4
514756944+-6944,edited,0.0000,0.5122,0.060018,2.4
514756944+-6944,reauthored,0.9533,0.9533,0.051542,2.6
514756944+-6944,reauth_ctrl,0.8010,0.8010,0.048366,2.5
514766512+-6514,original,0.0000,0.5051,0.063132,2.4
514766512+-6514,edited,0.0000,0.4824,0.063101,2.4
514766512+-6514,reauthored,0.9970,0.9970,0.047181,2.4
514766512+-6514,reauth_ctrl,0.9837,0.9837,0.046633,2.5
514790163,original,0.5458,0.5491,0.052644,2.4
514790163,edited,0.5374,0.5468,0.053249,2.5
514790163,reauthored,0.9952,0.9952,0.048442,2.8
514790163,reauth_ctrl,0.9966,0.9966,0.050192,2.7
515074075_515074078,original,0.5616,0.5616,0.052577,2.6
515074075_515074078,edited,0.5766,0.5766,0.052529,3.0
515074075_515074078,reauthored,0.9841,0.9841,0.051947,3.2
515074075_515074078,reauth_ctrl,0.7942,0.7942,0.056776,3.2
515248202+-8202,original,0.0000,0.4820,0.054665,3.0
515248202+-8202,edited,0.0000,0.4910,0.054627,3.3
515248202+-8202,reauthored,0.6890,0.6890,0.048248,3.1
515248202+-8202,reauth_ctrl,0.7165,0.7165,0.048394,2.6
515615932+-5933,original,0.0000,0.4805,0.065249,2.8
515615932+-5933,edited,0.0000,0.4803,0.065185,2.7
515615932+-5933,reauthored,0.9991,0.9991,0.052775,2.6
515615932+-5933,reauth_ctrl,0.9991,0.9991,0.054523,2.7
515662234_515662237,original,0.5780,0.5780,0.060102,2.8
515662234_515662237,edited,0.5834,0.5834,0.060266,2.6
515662234_515662237,reauthored,0.9983,0.9983,0.043031,2.6
515662234_515662237,reauth_ctrl,0.9982,0.9982,0.043005,2.6
516015487+-5487,original,0.9839,0.9839,0.061614,2.6
516015487+-5487,edited,0.9836,0.9836,0.062143,2.6
516015487+-5487,reauthored,0.9949,0.9949,0.047133,2.6
516015487+-5487,reauth_ctrl,0.9948,0.9948,0.046561,2.6
516550039+-0041,original,0.0000,0.4880,0.056027,2.6
516550039+-0041,edited,0.0000,0.4851,0.056246,2.6
516550039+-0041,reauthored,0.9984,0.9984,0.044241,2.6
516550039+-0041,reauth_ctrl,0.9984,0.9984,0.044635,2.6
517138548_517138549,original,0.0000,0.5009,0.074447,2.5
517138548_517138549,edited,0.5245,0.5245,0.073692,2.7
517138548_517138549,reauthored,0.9490,0.9490,0.066581,2.7
517138548_517138549,reauth_ctrl,0.9687,0.9687,0.067199,2.7
517446435+-6435,original,0.5629,0.5629,0.067530,2.7
517446435+-6435,edited,0.5789,0.5789,0.067662,3.0
517446435+-6435,reauthored,0.9197,0.9197,0.052675,2.6
517446435+-6435,reauth_ctrl,0.6259,0.6259,0.049507,2.6
517753608+-3610,original,0.0000,0.4037,0.044605,2.7
517753608+-3610,edited,0.0000,0.3975,0.044838,2.6
517753608+-3610,reauthored,0.8475,0.8475,0.046177,2.6
517753608+-3610,reauth_ctrl,0.5773,0.5773,0.043646,2.7
518203509_518203510,original,0.7290,0.7290,0.047290,2.8
518203509_518203510,edited,0.6988,0.6988,0.048025,2.6
518203509_518203510,reauthored,0.9965,0.9965,0.048767,2.6
518203509_518203510,reauth_ctrl,0.5972,0.5972,0.044154,2.7
518304458+-4459,original,0.0000,0.4816,0.075777,2.6
518304458+-4459,edited,0.5408,0.5408,0.077229,3.0
518304458+-4459,reauthored,0.5973,0.5973,0.062247,2.7
518304458+-4459,reauth_ctrl,0.9696,0.9696,0.059230,2.7
518334135+-4135,original,0.5439,0.5439,0.049855,2.6
518334135+-4135,edited,0.5288,0.5320,0.050220,2.6
518334135+-4135,reauthored,0.6129,0.6129,0.038912,2.9
518334135+-4135,reauth_ctrl,0.6240,0.6240,0.038378,2.5
518446049+-6049,original,0.0000,0.4843,0.053677,2.5
518446049+-6049,edited,0.0000,0.4827,0.053562,2.6
518446049+-6049,reauthored,0.9947,0.9947,0.048398,2.6
518446049+-6049,reauth_ctrl,0.9681,0.9681,0.050373,2.5
518931222+-1222,original,0.0000,0.4562,0.048740,2.5
518931222+-1222,edited,0.0000,0.4793,0.049157,2.6
518931222+-1222,reauthored,0.9975,0.9975,0.040418,3.0
518931222+-1222,reauth_ctrl,0.9975,0.9975,0.040295,2.7
518931978+-1978,original,0.0000,0.4386,0.053487,2.6
518931978+-1978,edited,0.0000,0.4381,0.053471,2.9
518931978+-1978,reauthored,0.8881,0.8881,0.049175,2.8
518931978+-1978,reauth_ctrl,0.9198,0.9198,0.054016,2.8
519785808+-5810,original,0.0000,0.5250,0.055522,2.7
519785808+-5810,edited,0.0000,0.5381,0.055433,2.8
519785808+-5810,reauthored,0.9952,0.9952,0.043852,3.1
519785808+-5810,reauth_ctrl,0.9851,0.9851,0.044003,2.7
520547211+-7214,original,0.0000,0.4999,0.064964,2.9
520547211+-7214,edited,0.0000,0.4997,0.065352,2.8
520547211+-7214,reauthored,0.0000,0.4944,0.044402,2.8
520547211+-7214,reauth_ctrl,0.0000,0.4938,0.044475,2.9
520775826+-5836,original,0.6419,0.6419,0.044859,2.8
520775826+-5836,edited,0.6449,0.6449,0.045466,2.7
520775826+-5836,reauthored,0.9546,0.9546,0.040281,2.6
520775826+-5836,reauth_ctrl,0.9595,0.9595,0.043414,2.7
521536950+-6950,original,0.5458,0.5458,0.064278,2.6
521536950+-6950,edited,0.5320,0.5320,0.064222,2.6
521536950+-6950,reauthored,0.9992,0.9992,0.046948,2.6
521536950+-6950,reauth_ctrl,0.9992,0.9992,0.051214,2.6
521702177+-2180,original,0.5356,0.5356,0.059270,2.7
521702177+-2180,edited,0.7513,0.7513,0.059392,2.6
521702177+-2180,reauthored,0.9670,0.9670,0.063062,2.6
521702177+-2180,reauth_ctrl,0.9964,0.9964,0.058863,2.6
521820980+-0985,original,0.0000,0.5103,0.051632,2.6
521820980+-0985,edited,0.6245,0.6245,0.055230,2.6
521820980+-0985,reauthored,0.9895,0.9895,0.043009,2.6
521820980+-0985,reauth_ctrl,0.9781,0.9781,0.044401,2.6
522662080+-2080,original,0.6592,0.6592,0.041321,2.6
522662080+-2080,edited,0.6571,0.6571,0.041280,2.6
522662080+-2080,reauthored,0.9951,0.9951,0.045666,2.6
522662080+-2080,reauth_ctrl,0.9951,0.9951,0.045769,2.6
522691962+-1962,original,0.6089,0.6089,0.057790,2.6
522691962+-1962,edited,0.6051,0.6051,0.057695,2.6
522691962+-1962,reauthored,0.9361,0.9361,0.050059,2.5
522691962+-1962,reauth_ctrl,0.0000,0.5024,0.046787,2.6
522713490+-3491,original,0.0000,0.4833,0.041769,2.6
522713490+-3491,edited,0.0000,0.4875,0.042032,2.5
522713490+-3491,reauthored,0.9917,0.9917,0.044580,2.5
522713490+-3491,reauth_ctrl,0.9878,0.9878,0.048279,2.5
522754138+-4138,original,0.0000,0.4998,0.064126,2.5
522754138+-4138,edited,0.0000,0.4770,0.064073,2.5
522754138+-4138,reauthored,0.9977,0.9977,0.054752,2.5
522754138+-4138,reauth_ctrl,0.9897,0.9897,0.053998,2.5
522761332+-1333,original,0.9864,0.9864,0.063424,2.5
522761332+-1333,edited,0.9909,0.9909,0.063190,2.5
522761332+-1333,reauthored,0.9975,0.9975,0.082697,2.5
522761332+-1333,reauth_ctrl,0.9990,0.9990,0.084418,2.5
522866058+-6058,original,0.0000,0.4326,0.073736,2.5
522866058+-6058,edited,0.0000,0.5033,0.068727,2.5
522866058+-6058,reauthored,0.9974,0.9974,0.080889,2.5
522866058+-6058,reauth_ctrl,0.9887,0.9887,0.075110,2.5
523166849+-6849,original,0.6738,0.6738,0.045649,2.5
523166849+-6849,edited,0.6493,0.6493,0.045423,2.5
523166849+-6849,reauthored,0.9986,0.9986,0.040566,2.4
523166849+-6849,reauth_ctrl,0.9984,0.9984,0.040355,2.5
524064628+-4628,original,0.7356,0.7356,0.042310,2.5
524064628+-4628,edited,0.7182,0.7182,0.042284,2.5
524064628+-4628,reauthored,0.9993,0.9993,0.041292,2.5
524064628+-4628,reauth_ctrl,0.9951,0.9951,0.041522,2.5
524217890+-7890,original,0.0000,0.5333,0.051401,2.4
524217890+-7890,edited,0.0000,0.5416,0.051456,2.4
524217890+-7890,reauthored,0.9977,0.9977,0.042531,2.5
524217890+-7890,reauth_ctrl,0.9977,0.9977,0.042104,2.4
526457032+-7033,original,0.5379,0.5379,0.053116,2.4
526457032+-7033,edited,0.0000,0.5282,0.052945,2.4
526457032+-7033,reauthored,0.7471,0.7471,0.045953,2.4
526457032+-7033,reauth_ctrl,0.9133,0.9133,0.043898,2.4
527792930+-2930,original,0.9325,0.9325,0.042685,2.6
527792930+-2930,edited,0.9053,0.9053,0.042762,2.4
527792930+-2930,reauthored,0.9971,0.9971,0.041576,2.4
527792930+-2930,reauth_ctrl,0.9980,0.9980,0.042069,2.4
527814380+-4380,original,0.9551,0.9551,0.045651,2.4
527814380+-4380,edited,0.9391,0.9391,0.045743,2.4
527814380+-4380,reauthored,0.9947,0.9947,0.042711,2.4
527814380+-4380,reauth_ctrl,0.9961,0.9961,0.042064,2.4
527826533+-6533,original,0.9519,0.9519,0.042307,2.4
527826533+-6533,edited,0.9282,0.9282,0.042278,2.4
527826533+-6533,reauthored,0.9976,0.9976,0.040828,2.4
527826533+-6533,reauth_ctrl,0.9980,0.9980,0.040324,2.4
527826573+-6574,original,0.0000,0.5295,0.061100,2.4
527826573+-6574,edited,0.5487,0.5487,0.061181,2.4
527826573+-6574,reauthored,0.5849,0.5849,0.044941,2.4
527826573+-6574,reauth_ctrl,0.8806,0.8806,0.048083,2.4
527865252+-5252,original,0.8761,0.8761,0.041273,2.4
527865252+-5252,edited,0.8768,0.8768,0.041715,2.4
527865252+-5252,reauthored,0.9953,0.9953,0.041469,2.4
527865252+-5252,reauth_ctrl,0.9951,0.9951,0.041036,2.4
527865346+-5347,original,0.0000,0.5160,0.054925,2.4
527865346+-5347,edited,0.0000,0.5011,0.054950,2.4
527865346+-5347,reauthored,0.9966,0.9966,0.047324,2.4
527865346+-5347,reauth_ctrl,0.9971,0.9971,0.046978,2.4
527868157+-8206,original,0.0000,0.5398,0.067561,2.4
527868157+-8206,edited,0.0000,0.5352,0.067778,2.4
527868157+-8206,reauthored,0.0000,0.4539,0.045876,2.4
527868157+-8206,reauth_ctrl,0.0000,0.4704,0.046055,2.4
527907594+-7594,original,0.9535,0.9535,0.044739,2.5
527907594+-7594,edited,0.9795,0.9795,0.042051,2.4
527907594+-7594,reauthored,0.9986,0.9986,0.041828,2.4
527907594+-7594,reauth_ctrl,0.9983,0.9983,0.042284,2.4
527913905+-3905,original,0.5650,0.5650,0.062373,2.4
527913905+-3905,edited,0.5692,0.5692,0.062380,2.4
527913905+-3905,reauthored,0.9960,0.9960,0.045871,2.4
527913905+-3905,reauth_ctrl,0.8163,0.8163,0.044968,2.4
528006336+-6336,original,0.9341,0.9341,0.049928,2.4
528006336+-6336,edited,0.9324,0.9324,0.049924,2.4
528006336+-6336,reauthored,0.9981,0.9981,0.044067,2.4
528006336+-6336,reauth_ctrl,0.9981,0.9981,0.044105,2.4
528008062+-8062,original,0.6502,0.6502,0.049985,2.4
528008062+-8062,edited,0.6028,0.6028,0.049897,2.5
528008062+-8062,reauthored,0.9645,0.9645,0.047148,2.4
528008062+-8062,reauth_ctrl,0.9645,0.9645,0.047082,2.4
528016823+-6823,original,0.5814,0.5814,0.057136,2.5
528016823+-6823,edited,0.5821,0.5821,0.057226,2.4
528016823+-6823,reauthored,0.9971,0.9971,0.046796,2.4
528016823+-6823,reauth_ctrl,0.9971,0.9971,0.046858,2.4
528023163+-3163,original,0.0000,0.4446,0.055244,2.4
528023163+-3163,edited,0.0000,0.4582,0.055347,2.4
528023163+-3163,reauthored,0.9955,0.9955,0.044573,2.4
528023163+-3163,reauth_ctrl,0.9985,0.9985,0.043967,2.4
528026434+-6434,original,0.8608,0.8608,0.041855,2.4
528026434+-6434,edited,0.8223,0.8223,0.041804,2.4
528026434+-6434,reauthored,0.9985,0.9985,0.040516,2.4
528026434+-6434,reauth_ctrl,0.9984,0.9984,0.040556,2.4
528028533+-8534,original,0.0000,0.4549,0.065993,2.4
528028533+-8534,edited,0.0000,0.4631,0.065945,2.4
528028533+-8534,reauthored,0.9895,0.9895,0.049625,2.5
528028533+-8534,reauth_ctrl,0.9208,0.9208,0.050293,2.4
528343357+-3358,original,0.5489,0.5489,0.063683,2.4
528343357+-3358,edited,0.5462,0.5462,0.063720,2.4
528343357+-3358,reauthored,0.6695,0.6695,0.046144,2.4
528343357+-3358,reauth_ctrl,0.9081,0.9081,0.046795,2.4
528345909+-5909,original,0.0000,0.5098,0.056510,2.4
528345909+-5909,edited,0.0000,0.5317,0.056848,2.4
528345909+-5909,reauthored,0.9869,0.9869,0.048214,2.4
528345909+-5909,reauth_ctrl,0.9873,0.9873,0.046979,2.4
528348116+-8116,original,0.8360,0.8360,0.046477,2.4
528348116+-8116,edited,0.8516,0.8516,0.046787,2.4
528348116+-8116,reauthored,0.9895,0.9895,0.041870,2.4
528348116+-8116,reauth_ctrl,0.9893,0.9893,0.041613,2.4
528395935+-5935,original,0.8792,0.8792,0.044522,2.4
528395935+-5935,edited,0.9036,0.9036,0.044653,2.5
528395935+-5935,reauthored,0.9987,0.9987,0.043646,2.4
528395935+-5935,reauth_ctrl,0.9987,0.9987,0.043862,2.4
528399921+-9921,original,0.6079,0.6079,0.048485,2.4
528399921+-9921,edited,0.5942,0.5942,0.048565,2.4
528399921+-9921,reauthored,0.9977,0.9977,0.042289,2.4
528399921+-9921,reauth_ctrl,0.9977,0.9977,0.042253,2.4
528403451+-3453,original,0.5587,0.5587,0.061674,2.4
528403451+-3453,edited,0.5604,0.5604,0.061708,2.4
528403451+-3453,reauthored,0.9969,0.9969,0.046963,2.4
528403451+-3453,reauth_ctrl,0.9802,0.9802,0.047724,2.5
528407164+-7164,original,0.9833,0.9833,0.044512,2.4
528407164+-7164,edited,0.9846,0.9846,0.044479,2.4
528407164+-7164,reauthored,0.9939,0.9939,0.043097,2.4
528407164+-7164,reauth_ctrl,0.9939,0.9939,0.043090,2.4
528432180+-2180,original,0.8065,0.8065,0.043304,2.4
528432180+-2180,edited,0.8232,0.8232,0.043321,2.4
528432180+-2180,reauthored,0.9989,0.9989,0.040131,2.4
528432180+-2180,reauth_ctrl,0.9989,0.9989,0.040274,2.5
528583179+-3179,original,0.5584,0.5584,0.048530,2.4
528583179+-3179,edited,0.5577,0.5577,0.048492,2.4
528583179+-3179,reauthored,0.9916,0.9916,0.043113,2.4
528583179+-3179,reauth_ctrl,0.9916,0.9916,0.043128,2.4
528693250+-3251,original,0.5644,0.5644,0.077379,2.4
528693250+-3251,edited,0.5625,0.5625,0.077473,2.4
528693250+-3251,reauthored,0.9993,0.9993,0.046818,2.4
528693250+-3251,reauth_ctrl,0.9993,0.9993,0.046867,2.4
528748157+-8157,original,0.8355,0.8355,0.052033,2.4
528748157+-8157,edited,0.8345,0.8345,0.051897,2.4
528748157+-8157,reauthored,0.9995,0.9995,0.044273,2.4
528748157+-8157,reauth_ctrl,0.9995,0.9995,0.044283,2.4
528759006+-9007,original,0.5828,0.5828,0.065849,2.4
528759006+-9007,edited,0.5810,0.5810,0.065741,2.5
528759006+-9007,reauthored,0.9947,0.9947,0.048014,2.4
528759006+-9007,reauth_ctrl,0.9734,0.9734,0.045155,2.4
528790254+-0260,original,0.8642,0.8642,0.047519,2.4
528790254+-0260,edited,0.8692,0.8692,0.047444,2.4
528790254+-0260,reauthored,0.9976,0.9976,0.042757,2.4
528790254+-0260,reauth_ctrl,0.9979,0.9979,0.041951,2.4
528795352+-5352,original,0.8615,0.8615,0.053575,2.4
528795352+-5352,edited,0.8696,0.8696,0.053573,2.4
528795352+-5352,reauthored,0.9972,0.9972,0.042913,2.4
528795352+-5352,reauth_ctrl,0.9972,0.9972,0.042855,2.4
528797477+-7478,original,0.7141,0.7141,0.044161,2.4
528797477+-7478,edited,0.7001,0.7001,0.044188,2.4
528797477+-7478,reauthored,0.9980,0.9980,0.039868,2.4
528797477+-7478,reauth_ctrl,0.9949,0.9949,0.039874,2.4
528798018+-8018,original,0.0000,0.5230,0.054018,2.5
528798018+-8018,edited,0.0000,0.5316,0.054007,2.4
528798018+-8018,reauthored,0.9964,0.9964,0.045691,2.4
528798018+-8018,reauth_ctrl,0.9354,0.9354,0.046524,2.4
528806817+-6824,original,0.9729,0.9729,0.055052,2.4
528806817+-6824,edited,0.9718,0.9718,0.055213,2.4
528806817+-6824,reauthored,0.9988,0.9988,0.045692,2.4
528806817+-6824,reauth_ctrl,0.9988,0.9988,0.045890,2.4
528808024+-8024,original,0.6230,0.6230,0.057327,2.4
528808024+-8024,edited,0.6086,0.6086,0.057327,2.4
528808024+-8024,reauthored,0.9628,0.9628,0.047917,2.4
528808024+-8024,reauth_ctrl,0.9926,0.9926,0.048592,2.4
528808446+-8446,original,0.6429,0.6429,0.051875,2.4
528808446+-8446,edited,0.6526,0.6526,0.051787,2.4
528808446+-8446,reauthored,0.9699,0.9699,0.044330,2.4
528808446+-8446,reauth_ctrl,0.9900,0.9900,0.043481,2.4
528832035+-2035,original,0.9345,0.9345,0.042681,2.4
528832035+-2035,edited,0.9364,0.9364,0.042699,2.4
528832035+-2035,reauthored,0.9984,0.9984,0.039661,2.4
528832035+-2035,reauth_ctrl,0.9984,0.9984,0.039614,2.4
528853966+-3966,original,0.8545,0.8545,0.043591,2.4
528853966+-3966,edited,0.7752,0.7752,0.043626,2.4
528853966+-3966,reauthored,0.9968,0.9968,0.041048,2.4
528853966+-3966,reauth_ctrl,0.9968,0.9968,0.041474,2.4
528868015+-8016,original,0.7298,0.7298,0.047084,2.4
528868015+-8016,edited,0.7497,0.7497,0.047634,2.4
528868015+-8016,reauthored,0.9991,0.9991,0.042444,2.4
528868015+-8016,reauth_ctrl,0.9991,0.9991,0.042195,2.4
